customerid,bank_account_type,employment_status_clients,age,systemloanid,loannumber,approveddate,creationdate,loanamount,totaldue,termdays,good_bad_flag,loan_approval_min,early_payments,late_payments,payment_status_score,repayment_behaviour_score
8a85886f54517ee0015462760ec345fc,Other,Self-Employed,57,301979911,11,2017-07-16 03:09:48,2017-07-16 02:08:35,40000.0,44000.0,30,Good,61.22,10,0,49.5,495.0
8a8589b953d0be470153d1069c3f14cd,Savings,Permanent,41,301967274,3,2017-07-07 00:20:47,2017-07-06 23:20:41,10000.0,13000.0,30,Bad,60.1,0,2,-10.0,-500.0
8a858e1e5b1fc4ad015b1fc9fd66028a,Savings,Permanent,50,301998124,5,2017-07-27 05:38:57,2017-07-27 04:37:47,20000.0,24500.0,30,Good,61.17,2,2,0.0,0.0
8a858e675c3fe0a1015c55131ebd5fa6,Savings,Permanent,32,301966846,2,2017-07-06 17:15:21,2017-07-06 16:15:15,10000.0,13000.0,30,Good,60.1,1,0,5.0,500.0
8a858eda552adcc201553deed53a2493,Other,Permanent,39,301958577,10,2017-07-01 06:51:19,2017-07-01 05:50:12,40000.0,44000.0,30,Good,61.12,9,0,44.5,494.00000000000006
8a858f0456511c9401565a9725555220,Savings,Permanent,35,302003349,3,2017-07-30 12:15:46,2017-07-30 11:14:35,15000.0,18375.0,30,Bad,61.18,2,0,9.5,475.0
8a858ec35a428dcc015a4667481262fe,Savings,Permanent,43,302001533,10,2017-07-29 00:35:58,2017-07-28 23:35:50,25000.0,28750.0,30,Good,60.13,9,0,45.0,500.0
8a858fe95c88ee44015c88f55a2301aa,Savings,unknown,46,301993134,2,2017-07-24 11:12:29,2017-07-24 10:12:21,10000.0,13000.0,30,Good,60.13,1,0,5.0,500.0
8a858e2d597cf6250159829e6e483c19,Savings,unknown,42,301988104,9,2017-07-20 18:31:42,2017-07-20 17:31:29,30000.0,34500.0,30,Good,60.22,7,1,28.0,350.0
8a858e965b5e1b91015b5e9e40562c58,Savings,Permanent,37,301996544,5,2017-07-26 09:40:43,2017-07-26 08:39:31,20000.0,22250.0,15,Good,61.2,4,0,20.0,500.0
8a858ec159932ece015996106bdc6ad9,Savings,Permanent,43,301994933,8,2017-07-25 10:05:30,2017-07-25 09:05:24,30000.0,34500.0,30,Good,60.1,7,0,34.0,486.00000000000006
8a858fee58f7c77e0159039ce4725e6f,Savings,Permanent,46,301993083,6,2017-07-24 10:48:57,2017-07-24 09:48:50,10000.0,11500.0,15,Bad,60.12,1,4,-15.0,-300.0
8a858e785c8d9167015c92c004e72b0a,Savings,Permanent,46,302001085,2,2017-07-28 18:01:39,2017-07-28 17:01:30,10000.0,11500.0,15,Good,60.15,1,0,5.0,500.0
8a858e9d5bfd7037015c0baee4de3547,Savings,unknown,49,301975785,2,2017-07-13 10:26:32,2017-07-13 09:26:26,10000.0,13000.0,30,Good,60.1,1,0,4.5,450.0
8a858e5b5a80188b015a81895c596e21,Savings,Permanent,38,301960870,4,2017-07-03 11:27:24,2017-07-03 10:27:18,10000.0,13000.0,30,Good,60.1,2,1,4.5,150.0
8a858e4c5a715421015a7abbfbbd786f,Savings,Permanent,46,301977561,6,2017-07-14 12:52:39,2017-07-14 11:52:32,10000.0,11500.0,15,Good,60.12,0,5,-25.0,-500.0
8a8588f6548fb0c201549514019447e3,Savings,Permanent,38,301970192,7,2017-07-09 13:09:20,2017-07-09 12:09:06,40000.0,43500.0,30,Good,60.23,6,0,30.0,500.0
8a858eb75c21a2b9015c2d16582b6eb0,Savings,Permanent,52,301986075,2,2017-07-19 16:50:36,2017-07-19 15:50:29,10000.0,13000.0,30,Good,60.12,1,0,5.0,500.0
8a858ef05c63d3b5015c6586a32e0c77,Savings,Permanent,38,301960574,2,2017-07-03 07:29:38,2017-07-03 06:29:32,10000.0,13000.0,30,Good,60.1,1,0,5.0,500.0
8a858f5659bc0eea0159c9e3ddee1d5f,Savings,Permanent,41,301970439,5,2017-07-09 17:24:08,2017-07-09 16:24:01,15000.0,18375.0,30,Good,60.12,4,0,20.0,500.0
8a858f8f5bfd3cfa015c0cb3fc9139b2,Savings,Permanent,47,301977255,3,2017-07-14 10:16:32,2017-07-14 09:16:25,10000.0,13000.0,30,Good,60.12,2,0,10.0,500.0
8a858f4f5511dca2015524e4a49e4727,Savings,Permanent,41,301974447,3,2017-07-12 11:49:15,2017-07-12 10:49:07,10000.0,13000.0,30,Good,60.13,1,1,0.0,0.0
8a858fd25c5a5bc7015c5dea03764080,Savings,Permanent,46,301976597,4,2017-07-13 19:53:42,2017-07-13 18:53:35,10000.0,11125.0,15,Bad,60.12,3,0,14.5,483.0
8a858f4b5ccab528015ccaf7470b2d9e,Savings,Permanent,30,301976278,2,2017-07-13 15:44:13,2017-07-13 14:44:07,10000.0,13000.0,30,Good,60.1,1,0,5.0,500.0
8a858ed158f3044d0158fe42a7e14997,Savings,Permanent,39,301976414,9,2017-07-13 17:23:04,2017-07-13 16:21:51,40000.0,48000.0,60,Good,61.22,8,0,39.5,494.00000000000006
8a85896653e2e18b0153ea4c2b00049f,Other,Self-Employed,42,301964905,6,2017-07-05 13:58:24,2017-07-05 12:58:05,10000.0,12250.0,30,Bad,60.32,4,1,13.5,270.0
8a858e2155defefd0155f06f2faa2841,Other,Permanent,37,301979588,2,2017-07-15 19:22:27,2017-07-15 18:22:21,10000.0,13000.0,30,Good,60.1,1,0,5.0,500.0
8a858f3e5885ffa301588ee171d761d8,Savings,Permanent,39,301972431,8,2017-07-11 06:22:47,2017-07-11 05:22:42,10000.0,12250.0,30,Good,60.08,5,2,14.0,200.0
8a858ef95bf799a0015bf7ad8a020a28,Savings,unknown,37,301990845,4,2017-07-22 14:37:50,2017-07-22 13:37:43,20000.0,24500.0,30,Good,60.12,2,1,5.0,167.0
8a858f2c59cb2d550159cbfe2d45028d,Savings,Permanent,52,302000071,6,2017-07-28 08:50:29,2017-07-28 07:50:24,10000.0,13000.0,30,Bad,60.08,3,2,4.0,80.0
8a858f085b905684015b906e73a01478,Savings,Permanent,43,302000465,4,2017-07-28 12:31:10,2017-07-28 11:30:00,20000.0,24500.0,30,Good,61.17,3,0,13.5,450.0
8a858fd35b441894015b44ed16fb63b7,Savings,Permanent,35,301960878,4,2017-07-03 11:31:25,2017-07-03 10:31:18,20000.0,24500.0,30,Good,60.12,3,0,14.0,467.0
8a858e585693982b01569a712be80e14,Other,Permanent,46,301999149,9,2017-07-27 16:48:30,2017-07-27 15:48:23,40000.0,48000.0,60,Bad,60.12,7,1,30.0,375.0
8a858f8d56e0c3a70156e7e736735594,Other,Self-Employed,46,301959704,9,2017-07-02 08:33:38,2017-07-02 07:33:33,20000.0,24500.0,30,Good,60.08,5,3,9.5,119.0
8a858f505ca7b434015cab87f6cb61ed,Savings,Permanent,35,301989798,2,2017-07-21 18:16:22,2017-07-21 17:16:16,10000.0,13000.0,30,Good,60.1,1,0,5.0,500.0
8a858fa154e2912f0154f16a80f32556,Other,Self-Employed,34,301977483,7,2017-07-14 12:14:57,2017-07-14 11:13:47,30000.0,34500.0,30,Good,61.17,6,0,30.0,500.0
8a858f565c3acb9d015c4455228962ad,Savings,Permanent,48,301970315,4,2017-07-09 15:16:27,2017-07-09 14:16:22,20000.0,24500.0,30,Bad,60.08,3,0,15.0,500.0
8a858f615591c2cc01559597a77202c6,Savings,Permanent,33,301968612,3,2017-07-07 21:41:41,2017-07-07 20:41:36,10000.0,13000.0,30,Bad,60.08,1,1,0.0,0.0
8a858f5a57519e480157608691d3558d,Savings,Self-Employed,32,301971894,8,2017-07-10 17:40:27,2017-07-10 16:40:21,10000.0,13000.0,30,Good,60.1,4,3,4.5,64.0
8a858fd95c3b5bca015c3fcc0b374c3e,Savings,Permanent,38,301968227,2,2017-07-07 16:17:06,2017-07-07 15:17:00,10000.0,13000.0,30,Good,60.1,1,0,5.0,500.0
8a858ece5b0142e3015b0f6361f57d8c,Savings,Permanent,37,301996843,3,2017-07-26 12:23:44,2017-07-26 11:22:33,10000.0,13000.0,30,Bad,61.18,0,2,-10.0,-500.0
8a858fe05d421ff4015d4c87d2a21ceb,Savings,Permanent,42,301994359,2,2017-07-24 22:34:06,2017-07-24 21:33:55,10000.0,13000.0,30,Bad,60.18,1,0,5.0,500.0
8a858f295c8d307f015c93a9ccda7eb7,Savings,Permanent,39,301974957,2,2017-07-12 17:30:34,2017-07-12 16:30:27,10000.0,13000.0,30,Good,60.12,1,0,5.0,500.0
8a858f2e5876d7d001587838696001fc,Savings,Permanent,38,301965259,10,2017-07-05 17:33:52,2017-07-05 16:33:46,15000.0,16687.5,15,Good,60.1,5,4,5.0,56.00000000000001
8a858f795896e56b0158a52e3f196868,Savings,Student,32,301988326,10,2017-07-20 21:03:56,2017-07-20 20:03:49,25000.0,27500.0,30,Good,60.12,8,1,35.0,389.0
8a858f7a5ca22d3c015ca365189858f2,Savings,Permanent,34,301969049,2,2017-07-08 10:29:43,2017-07-08 09:29:37,10000.0,13000.0,30,Good,60.1,1,0,5.0,500.0
8a858fb35a6b3924015a6b8d201e3239,Savings,unknown,49,301971657,5,2017-07-10 15:24:34,2017-07-10 14:24:29,10000.0,11500.0,15,Bad,60.08,1,3,-10.5,-262.0
8a858eda5c8863ff015c8c2578833357,Savings,Permanent,43,301966806,2,2017-07-06 16:54:12,2017-07-06 15:53:55,10000.0,13000.0,30,Good,60.28,1,0,5.0,500.0
8a858ed55c63db54015c6d8c404b1af1,Savings,Permanent,41,301991735,3,2017-07-23 11:06:14,2017-07-23 10:05:55,10000.0,11500.0,15,Bad,60.32,1,1,0.0,0.0
8a858fc25c172499015c17f4bce4345a,Savings,Permanent,32,301985001,3,2017-07-19 06:49:57,2017-07-19 05:49:49,10000.0,13000.0,30,Good,60.13,2,0,10.0,500.0
8a858ef25cd0c652015cd4677dc72a89,Savings,Permanent,37,301986762,2,2017-07-20 05:06:16,2017-07-20 04:06:07,10000.0,11500.0,15,Good,60.15,1,0,5.0,500.0
8a8589045384bd8301539e93bb010699,Other,Permanent,36,301985301,8,2017-07-19 10:12:23,2017-07-19 09:12:17,10000.0,11500.0,15,Good,60.1,4,3,4.5,64.0
8a858e325d3245ec015d328e6b0b1fcc,Savings,Permanent,50,301995397,2,2017-07-25 14:33:43,2017-07-25 13:33:34,10000.0,11500.0,15,Good,60.15,1,0,5.0,500.0
8a858ff45ca0ec96015ca0f1094902d4,Savings,Permanent,36,301977129,2,2017-07-14 09:12:19,2017-07-14 08:12:13,10000.0,13000.0,30,Good,60.1,1,0,5.0,500.0
8a858e59569397d5015697f83bac10d0,Savings,Self-Employed,34,301983635,8,2017-07-18 11:47:00,2017-07-18 10:46:54,30000.0,33000.0,30,Good,60.1,6,1,23.5,336.0
8a858ff455a09f5a0155bc4ffceb6327,Savings,Permanent,49,301989363,6,2017-07-21 14:13:18,2017-07-21 13:13:01,20000.0,24500.0,30,Good,60.28,5,0,25.0,500.0
8a858f115d0e6376015d0f0cfbb13c81,Savings,Unemployed,34,301972586,2,2017-07-11 08:44:25,2017-07-11 07:44:19,10000.0,11500.0,15,Bad,60.1,1,0,5.0,500.0
8a858e705cb15527015cbf20a8da20aa,Savings,unknown,31,301992158,2,2017-07-23 17:11:24,2017-07-23 16:11:17,10000.0,13000.0,30,Good,60.12,1,0,5.0,500.0
8a858ef255c55fd60155d8d393c94853,Other,Permanent,37,301989909,15,2017-07-21 19:25:04,2017-07-21 18:24:56,30000.0,33000.0,30,Good,60.13,14,0,69.5,496.0
8a858ec25a422913015a42b9e0544f59,Savings,Permanent,39,301989710,5,2017-07-21 17:21:44,2017-07-21 16:21:38,20000.0,24500.0,30,Good,60.1,4,0,19.0,475.0
8a858ec25a4d1d16015a4d32690f05ce,Savings,Permanent,33,301999049,4,2017-07-27 16:08:40,2017-07-27 15:08:34,20000.0,22250.0,15,Good,60.1,3,0,15.0,500.0
8a858f7e5c213ef4015c2629c2f52ad4,Savings,Permanent,40,302003028,5,2017-07-30 06:42:55,2017-07-30 05:42:47,20000.0,24500.0,30,Good,60.13,4,0,19.5,488.0
8a858f615591c2cc015598dface34f3a,Other,Permanent,34,301980600,10,2017-07-16 16:59:41,2017-07-16 15:59:35,30000.0,39000.0,60,Good,60.1,7,2,23.0,256.0
8a858fe45cd62cbf015cd8b70993392b,Savings,Permanent,50,301987155,2,2017-07-20 09:54:18,2017-07-20 08:54:10,10000.0,13000.0,30,Good,60.13,1,0,5.0,500.0
8a858fde56eb02280156eb911f1e3872,Other,Permanent,39,301983597,8,2017-07-18 11:32:05,2017-07-18 10:31:57,30000.0,39000.0,60,Good,60.13,6,1,24.0,343.0
8a858f8c5ca0e7fe015ca1217e0c1bcd,Savings,Permanent,58,301972873,2,2017-07-11 11:53:20,2017-07-11 10:53:15,10000.0,13000.0,30,Good,60.08,1,0,5.0,500.0
8a858e395cb1d4d9015cb236b4811cbc,Savings,unknown,60,301999914,2,2017-07-28 07:15:32,2017-07-28 06:15:25,10000.0,11500.0,15,Good,60.12,1,0,5.0,500.0
8a858f6055f82d2c0155f8c77b2b072d,Savings,Permanent,43,301994425,8,2017-07-24 23:37:29,2017-07-24 22:37:23,30000.0,39000.0,60,Good,60.1,4,3,4.5,64.0
8a858f9d5668e3f10156767e9a0f0188,Other,Self-Employed,40,301986192,13,2017-07-19 17:51:05,2017-07-19 16:50:56,50000.0,57000.5,90,Good,60.15,12,0,59.0,492.0
8a858ea25bf369e4015bf72bd6e75e12,Savings,Permanent,36,301959793,3,2017-07-02 10:55:51,2017-07-02 09:55:38,10000.0,11500.0,15,Good,60.22,1,1,0.0,0.0
8a858ff25c8250c1015c8265f4c80e02,Current,Permanent,42,301990382,2,2017-07-22 08:22:26,2017-07-22 07:22:19,10000.0,13000.0,30,Good,60.12,1,0,5.0,500.0
8a858fc45c5f93be015c6082c1cc4404,Savings,Permanent,41,301963358,2,2017-07-04 15:15:56,2017-07-04 14:15:50,10000.0,13000.0,30,Good,60.1,0,1,-5.0,-500.0
8a858e5a5be99e1c015be9e56ea00fde,Savings,Permanent,40,301977346,2,2017-07-14 10:58:16,2017-07-14 09:58:09,10000.0,11500.0,15,Good,60.12,1,0,5.0,500.0
8a858ed45c454c11015c4e1307e35dd9,Savings,Permanent,49,302000521,3,2017-07-28 12:58:04,2017-07-28 11:57:57,10000.0,13000.0,30,Good,60.12,1,1,0.0,0.0
8a858e845accb4f9015accdccf761e20,Savings,Permanent,43,302002022,5,2017-07-29 11:16:58,2017-07-29 10:16:51,10000.0,13000.0,30,Good,60.12,2,2,0.0,0.0
8a8589a7545186b10154757067323535,Savings,Permanent,40,301998594,4,2017-07-27 11:34:55,2017-07-27 10:34:49,30000.0,34500.0,30,Good,60.1,2,0,9.5,317.0
8a858f13556665aa01556efd1d087572,Other,Permanent,48,301970691,6,2017-07-09 22:15:39,2017-07-09 21:15:32,20000.0,24500.0,30,Good,60.12,4,1,14.0,280.0
8a858f595ccb6f86015cce03949b43a9,Savings,Permanent,50,301993080,2,2017-07-24 10:46:54,2017-07-24 09:46:47,10000.0,11500.0,15,Good,60.12,1,0,5.0,500.0
8a858f085b494826015b54791d4f0126,Savings,unknown,36,301958789,5,2017-07-01 11:02:06,2017-07-01 10:02:00,20000.0,24500.0,30,Good,60.1,4,0,20.0,500.0
8a858f9d5668e3f1015674a656b3274b,Savings,Self-Employed,47,301961257,12,2017-07-03 15:40:37,2017-07-03 14:40:30,30000.0,34500.0,30,Bad,60.12,7,4,13.0,118.0
8a858fb05d2d03c8015d2e23db9d1560,Savings,unknown,39,302002270,2,2017-07-29 14:28:56,2017-07-29 13:28:47,10000.0,11500.0,15,Good,60.15,1,0,5.0,500.0
8a858e0c5bfceae6015bfcfabccb0a81,Savings,Permanent,41,301965366,3,2017-07-05 18:43:13,2017-07-05 17:43:07,10000.0,13000.0,30,Good,60.1,2,0,9.5,475.0
8a858e7c5c78b1ff015c796688235b84,Savings,unknown,44,301971168,2,2017-07-10 10:54:00,2017-07-10 09:53:55,10000.0,13000.0,30,Good,60.08,1,0,5.0,500.0
8a858e585693982b0156ac0d9c0b17b1,Other,Permanent,40,301969656,10,2017-07-08 20:16:18,2017-07-08 19:16:02,40000.0,48000.0,60,Good,60.27,7,2,24.5,272.0
8a858e455c1bf763015c1c4eab062420,Savings,Permanent,37,301967549,3,2017-07-07 08:51:13,2017-07-07 07:51:08,10000.0,13000.0,30,Good,60.08,2,0,10.0,500.0
8a8588f5542eb0d401542f48f0381490,Other,Self-Employed,46,301961628,15,2017-07-03 17:50:35,2017-07-03 16:50:29,40000.0,44000.0,30,Good,60.1,9,5,18.5,132.0
8a858e5856b7840c0156c1158b2c4a07,Other,Self-Employed,51,301976727,10,2017-07-13 22:08:47,2017-07-13 21:07:37,30000.0,34500.0,30,Good,61.17,8,1,34.5,383.0
8a858e135c7e2eec015c81cb9dc02458,Savings,Permanent,39,301979521,2,2017-07-15 18:27:11,2017-07-15 17:27:04,10000.0,13000.0,30,Good,60.12,1,0,5.0,500.0
8a858e885b68546c015b789214a9131c,Savings,Permanent,40,302003192,3,2017-07-30 09:56:12,2017-07-30 08:55:03,10000.0,13000.0,30,Good,61.15,2,0,9.5,475.0
8a858e9a54d9121b0154dd1bfff23870,Savings,Permanent,34,301969514,3,2017-07-08 17:30:01,2017-07-08 16:29:55,10000.0,13000.0,30,Bad,60.1,2,0,9.5,475.0
8a858fd3552c7562015562a28e7672a4,Other,Self-Employed,50,301998637,11,2017-07-27 11:59:44,2017-07-27 10:59:37,40000.0,48000.0,60,Good,60.12,9,1,39.0,390.0
8a858eb4596ff919015974a667560a89,Savings,Permanent,44,301968410,8,2017-07-07 18:46:29,2017-07-07 17:46:17,30000.0,34500.0,30,Good,60.2,7,0,33.5,479.0
8a858f13556665aa015572d6e7b872de,Other,Self-Employed,48,301969315,14,2017-07-08 14:42:36,2017-07-08 13:42:31,50000.0,52500.0,30,Good,60.08,12,1,55.0,423.00000000000006
8a858efa5b444739015b47adb9a25de1,Savings,Permanent,43,301964647,6,2017-07-05 11:19:52,2017-07-05 10:19:45,10000.0,11500.0,15,Good,60.12,4,1,14.5,290.0
8a858ee0560bc077015617223d040e96,Other,Unemployed,32,301996223,10,2017-07-26 03:59:32,2017-07-26 02:59:26,25000.0,27500.0,30,Good,60.1,8,1,35.0,389.0
8a858fa55b623a05015b623bb10001c6,Savings,Permanent,42,301995303,8,2017-07-25 13:33:18,2017-07-25 12:32:06,30000.0,34500.0,30,Good,61.2,7,0,34.5,493.0
8a85893d53f104eb0153f5a6a7d850eb,Other,Self-Employed,46,301980685,6,2017-07-16 18:05:28,2017-07-16 17:05:21,30000.0,34500.0,30,Good,60.12,5,0,25.0,500.0
8a858e025ab3a6c2015ab74cfa5c4431,Savings,Unemployed,37,301979488,8,2017-07-15 17:57:37,2017-07-15 16:57:28,20000.0,24500.0,30,Good,60.15,5,2,14.5,206.99999999999997
8a858fab5cd5e1a7015ce60347f43f55,Savings,Permanent,48,301996248,2,2017-07-26 05:40:31,2017-07-26 04:39:24,10000.0,13000.0,30,Bad,61.12,1,0,5.0,500.0
8a858fa05cf48427015cf841cd9a7973,Savings,Permanent,57,302001121,2,2017-07-28 18:24:01,2017-07-28 17:23:54,10000.0,13000.0,30,Good,60.12,1,0,5.0,500.0
8a858fe45a7f52b1015a818bd5ad73a0,Savings,Permanent,33,301995261,4,2017-07-25 13:06:46,2017-07-25 12:05:34,10000.0,11500.0,15,Bad,61.2,0,3,-15.0,-500.0
8a858eb95b8c2f6e015b8cb299b128a0,Savings,Permanent,45,301982765,5,2017-07-17 21:48:24,2017-07-17 20:48:18,20000.0,24500.0,30,Good,60.1,4,0,20.0,500.0
8a858e8457f7a42a0157fae7238c3d4c,Other,Self-Employed,41,301971382,3,2017-07-10 12:48:09,2017-07-10 11:47:03,10000.0,13000.0,30,Good,61.1,1,1,0.0,0.0
8a85896653e2e18b0153f0c200dd62c6,Savings,Permanent,31,301971866,2,2017-07-10 17:26:45,2017-07-10 16:26:40,10000.0,13000.0,30,Good,60.08,1,0,5.0,500.0
8a858e0156b782a10156c6613e7c4b5f,Other,Permanent,44,301975207,7,2017-07-12 21:16:49,2017-07-12 20:15:39,30000.0,34500.0,30,Good,61.17,6,0,30.0,500.0
8a858fa05cf48427015cf4b17c751e5f,Savings,unknown,34,301982722,2,2017-07-17 21:18:51,2017-07-17 20:18:45,10000.0,11500.0,15,Bad,60.1,1,0,4.5,450.0
8a858f185b390ca6015b392e46cd20ee,Savings,Permanent,40,302003713,5,2017-07-30 17:25:21,2017-07-30 16:24:11,20000.0,24500.0,30,Good,61.17,4,0,20.0,500.0
8a858fe05d421ff4015d4c5284f11359,Savings,unknown,53,302000686,2,2017-07-28 14:26:28,2017-07-28 13:26:21,10000.0,11500.0,15,Good,60.12,1,0,5.0,500.0
8a858e5856b7840c0156bc78a4767ae8,Other,Self-Employed,36,301966614,16,2017-07-06 15:12:38,2017-07-06 14:12:32,40000.0,42000.0,30,Good,60.1,15,0,75.0,500.0
8a858e165b90faf9015b973923842ae9,Savings,Permanent,45,301966470,4,2017-07-06 13:42:02,2017-07-06 12:41:56,20000.0,24500.0,30,Bad,60.1,3,0,15.0,500.0
8a8588f35451808f01547b8e92ec220d,Savings,Permanent,41,301968134,2,2017-07-07 15:20:08,2017-07-07 14:20:01,10000.0,13000.0,30,Bad,60.12,0,1,-5.0,-500.0
8a858e5555780ea001557e7212a741c5,Other,Student,32,301999505,13,2017-07-27 21:01:26,2017-07-27 20:01:20,50000.0,57500.0,90,Good,60.1,9,3,29.0,242.0
8a858e345bd96da8015be47b59666198,Savings,Permanent,41,301971862,3,2017-07-10 17:24:45,2017-07-10 16:24:39,10000.0,13000.0,30,Bad,60.1,1,1,-0.5,-25.0
8a858e345bd96da8015be6b9f8bc10c7,Savings,Permanent,37,301960371,3,2017-07-02 21:59:20,2017-07-02 20:59:14,10000.0,13000.0,30,Bad,60.1,1,1,0.0,0.0
8a858e495cef1ef1015cf2969cc12781,Savings,Permanent,37,301978191,2,2017-07-14 18:55:58,2017-07-14 17:55:49,10000.0,11500.0,15,Good,60.15,1,0,5.0,500.0
8a858e885c9c6f96015ca07a1fe371fd,Savings,Permanent,45,301968929,2,2017-07-08 08:29:06,2017-07-08 07:29:00,10000.0,13000.0,30,Bad,60.1,0,1,-5.0,-500.0
8a858ea8580b1fee015810374b69234f,Other,Permanent,55,301961232,2,2017-07-03 15:23:54,2017-07-03 14:23:48,10000.0,13000.0,30,Good,60.1,0,1,-5.0,-500.0
8a858e1e54e2aa5a0154fbf9330120e1,Other,Self-Employed,36,301960919,10,2017-07-03 11:59:42,2017-07-03 10:59:37,40000.0,44000.0,30,Good,60.08,8,1,31.5,350.0
8a858f975c4582c4015c536f14707d09,Savings,unknown,47,301997338,3,2017-07-26 16:39:21,2017-07-26 15:39:14,20000.0,24500.0,30,Good,60.12,2,0,10.0,500.0
8a858e1c56dfea870156f57a826a1207,Savings,Permanent,41,301964276,9,2017-07-05 07:28:14,2017-07-05 06:28:09,40000.0,48000.0,60,Good,60.08,5,3,10.0,125.0
8a858fa4552add9f01553b45e3de1ac4,Other,Permanent,48,301967503,13,2017-07-07 08:15:58,2017-07-07 07:15:51,40000.0,44000.0,30,Good,60.12,10,2,39.5,329.0
8a858ec55b67bb15015b67ce6a96119a,Savings,Permanent,42,301959633,5,2017-07-02 06:42:13,2017-07-02 05:42:07,20000.0,22250.0,15,Good,60.1,4,0,18.5,462.0
8a858f065b1fe50a015b20c201f574d1,Savings,Permanent,44,301989053,5,2017-07-21 10:56:55,2017-07-21 09:56:41,20000.0,24500.0,30,Good,60.23,4,0,20.0,500.0
8a858f0b5b5ddd79015b5e73ab0e5443,Savings,Permanent,41,301997681,5,2017-07-26 20:08:41,2017-07-26 19:07:32,10000.0,13000.0,30,Bad,61.15,2,2,0.0,0.0
8a858eda552adcc2015559532234110a,Other,Student,35,301971842,10,2017-07-10 17:14:15,2017-07-10 16:14:09,30000.0,39000.0,60,Good,60.1,7,2,23.5,261.0
8a858e9b560bbd63015612f7790c7b4f,Other,Self-Employed,48,301988463,16,2017-07-20 22:36:58,2017-07-20 21:36:51,50000.0,52500.0,30,Good,60.12,13,2,52.5,350.0
8a858edd5c8348c4015c83b50abf26f4,Savings,Permanent,36,301997412,2,2017-07-26 17:17:46,2017-07-26 16:17:36,10000.0,11500.0,15,Good,60.17,1,0,5.0,500.0
8a858e535bab293b015babc929a521d1,Savings,Permanent,38,301971026,2,2017-07-10 09:21:55,2017-07-10 08:21:50,10000.0,13000.0,30,Good,60.08,1,0,4.5,450.0
8a858e0f5c45466f015c55c7e09d5e9c,Savings,unknown,38,301991394,2,2017-07-22 23:44:32,2017-07-22 22:44:24,10000.0,13000.0,30,Bad,60.13,0,1,-5.0,-500.0
8a858f085b494826015b4c9e290c7d30,Savings,Permanent,40,301978734,2,2017-07-15 07:41:36,2017-07-15 06:41:29,10000.0,13000.0,30,Bad,60.12,1,0,5.0,500.0
8a858e9156e137c601570a050b355c99,Savings,Permanent,44,302000410,3,2017-07-28 12:03:50,2017-07-28 11:03:42,10000.0,13000.0,30,Bad,60.13,1,1,-0.5,-25.0
8a858fa3552ae11201552fce5df04e1a,Other,Permanent,38,301987134,12,2017-07-20 09:45:55,2017-07-20 08:45:47,40000.0,44000.0,30,Good,60.13,11,0,54.5,495.0
8a858e6c5c88d145015c92c49dec0023,Savings,Permanent,32,301987293,2,2017-07-20 11:15:35,2017-07-20 10:15:28,10000.0,13000.0,30,Good,60.12,1,0,5.0,500.0
8a858ee755a0c84a0155bec1d8244afe,Other,Permanent,54,301994766,8,2017-07-25 08:24:51,2017-07-25 07:24:44,30000.0,34500.0,30,Good,60.12,7,0,35.0,500.0
8a858f68587f3da1015880ef5d8805b4,Savings,Student,35,301985603,9,2017-07-19 13:02:22,2017-07-19 12:02:16,15000.0,18375.0,30,Bad,60.1,6,2,19.0,238.0
8a858ec358dc5c130158f43410ba2b2d,Savings,Student,34,301966626,4,2017-07-06 15:19:21,2017-07-06 14:19:14,10000.0,13000.0,30,Good,60.12,2,1,5.0,167.0
8a858fab5bfd307b015bfd4d5b96114d,Savings,Permanent,48,301977730,5,2017-07-14 14:12:54,2017-07-14 13:12:46,20000.0,22250.0,15,Good,60.13,4,0,18.0,450.0
8a858f6057e2dba50157ee0cb3c55da4,Other,Permanent,45,301993827,9,2017-07-24 16:56:16,2017-07-24 15:56:07,10000.0,12250.0,30,Good,60.15,7,1,27.5,344.0
8a858fa154daefc00154de1b445805fa,Savings,Permanent,45,301963428,10,2017-07-04 15:51:53,2017-07-04 14:50:46,40000.0,44000.0,30,Good,61.12,7,2,24.5,272.0
8a858edb552adcfd01553aaa3b64672b,Other,Permanent,38,301990131,7,2017-07-21 22:54:23,2017-07-21 21:54:00,10000.0,13000.0,30,Good,60.38,4,2,10.0,167.0
8a858fcf5591c5cf0155a14b0343250a,Savings,Permanent,39,301982256,6,2017-07-17 16:26:16,2017-07-17 15:25:04,10000.0,13000.0,30,Good,61.2,3,2,3.5,70.0
8a858fff5800e01e015801d5f11a5f45,Other,Self-Employed,30,301981249,14,2017-07-17 08:07:10,2017-07-17 07:07:04,40000.0,44000.0,30,Bad,60.1,10,3,35.0,269.0
8a858ea25bf369e4015bf67bb90f02aa,Savings,Permanent,35,302003332,2,2017-07-30 11:59:14,2017-07-30 10:59:06,10000.0,13000.0,30,Good,60.13,1,0,5.0,500.0
8a858fea5b8c314d015b8f3fa4a93a11,Savings,Permanent,43,301976221,4,2017-07-13 15:09:24,2017-07-13 14:09:19,10000.0,11500.0,15,Bad,60.08,1,2,-5.5,-183.0
8a858f8e5bf28eca015bf2c99325238f,Current,unknown,42,301964868,2,2017-07-05 13:33:14,2017-07-05 12:33:08,10000.0,13000.0,30,Bad,60.1,0,1,-5.0,-500.0
